time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-04-19T21:19:59.873Z,3.6598,126.6402,9.68,5.1,mww,,36,2.959,0.95,us,us7000h3ff,2022-05-03T00:41:26.040Z,"232 km SE of Sarangani, Philippines",earthquake,7.1,3.3,0.086,13,reviewed,us,us
2022-04-19T20:49:54.147Z,-58.9758,-25.2485,64.92,4.6,mb,,66,7.775,0.63,us,us6000hfmi,2022-05-18T16:11:05.040Z,"South Sandwich Islands region",earthquake,16,7.1,0.173,12,reviewed,us,us
2022-04-19T20:18:02.447Z,-22.3313,170.3696,10,4.6,mb,,120,2.718,0.96,us,us6000hfmh,2022-05-18T14:40:39.040Z,"271 km ESE of Tadine, New Caledonia",earthquake,4.6,1.8,0.147,16,reviewed,us,us
2022-04-19T19:32:27.438Z,1.8566,-75.8536,28.88,4.6,mb,,76,2.24,0.78,us,us7000h3ef,2022-05-18T14:23:46.479Z,"7 km NE of Acevedo, Colombia",earthquake,7.4,4.8,0.077,52,reviewed,us,us
2022-04-19T19:30:34.621Z,7.0302,126.8459,58.83,4.6,mb,,92,1.257,1,us,us7000h3eg,2022-05-18T14:10:59.040Z,"39 km ESE of Manay, Philippines",earthquake,6.6,6,0.05,125,reviewed,us,us
2022-04-19T18:51:28.663Z,16.8147,-95.1942,98.97,4.5,mb,,82,0.404,0.91,us,us6000hfmg,2022-05-14T19:15:21.040Z,"5 km W of Santo Domingo Petapa, Mexico",earthquake,4.7,6.3,0.054,104,reviewed,us,us
2022-04-19T18:28:24.045Z,7.056,126.9833,38.75,4.9,mb,,41,1.393,0.97,us,us7000h3e3,2022-05-14T16:48:58.040Z,"52 km ESE of Manay, Philippines",earthquake,6.1,5.6,0.042,184,reviewed,us,us
2022-04-19T17:52:00.909Z,6.4124,127.0499,68.63,5,mb,,30,1.6,0.79,us,us7000h3dv,2022-05-13T22:01:32.040Z,"94 km ESE of Bobon, Philippines",earthquake,7.8,5.2,0.046,158,reviewed,us,us
2022-04-19T17:22:14.481Z,1.6338,126.5752,31.42,4.5,mb,,58,1.165,0.71,us,us6000hfmf,2022-05-13T21:25:30.040Z,"129 km NW of Ternate, Indonesia",earthquake,5.8,5.4,0.11,27,reviewed,us,us
2022-04-19T17:10:35.407Z,-25.2518,-177.1707,165.91,4.7,mb,,125,4.049,1.22,us,us6000hfme,2022-05-13T18:59:51.040Z,"south of the Fiji Islands",earthquake,12.9,8.9,0.138,18,reviewed,us,us
2022-04-19T16:57:25.048Z,-57.9427,-25.1284,35.39,4.7,mb,,54,7.331,0.44,us,us7000h3dn,2022-04-25T19:22:28.040Z,"South Sandwich Islands region",earthquake,10.1,6.9,0.108,29,reviewed,us,us
2022-04-19T16:45:57.731Z,-0.4403,-19.8298,10,4.6,mb,,83,9.225,0.59,us,us6000hfmd,2022-04-25T19:18:53.040Z,"central Mid-Atlantic Ridge",earthquake,5.5,1.9,0.105,27,reviewed,us,us
2022-04-19T16:36:30.695Z,7.002,126.7335,77.7,4.6,mb,,93,1.147,0.54,us,us7000h3dm,2022-04-25T14:31:24.040Z,"30 km ESE of San Ignacio, Philippines",earthquake,8.8,6.5,0.064,77,reviewed,us,us
2022-04-19T15:04:17.893Z,-31.2468,-68.527,111.43,4.5,mb,,182,0.326,0.38,us,us7000h3cb,2022-04-19T15:37:56.040Z,"20 km N of San Martín, Argentina",earthquake,10.3,4.5,0.382,3,reviewed,us,us
2022-04-19T14:08:52.984Z,-21.4655,-173.8141,10,4.6,mb,,42,7.76,0.53,us,us6000hfma,2022-04-25T13:46:40.040Z,"118 km E of ‘Ohonua, Tonga",earthquake,5.6,1.9,0.123,23,reviewed,us,us
2022-04-19T12:56:09.903Z,-24.6381,-67.1469,169.69,4.6,mwr,,43,1.926,0.7,us,us7000h3bz,2022-05-17T09:20:31.197Z,"96 km WSW of San Antonio de los Cobres, Argentina",earthquake,7.7,5.3,,,reviewed,us,guc
2022-04-19T12:44:11.128Z,17.9593,-101.8055,35,5,mww,,78,1.765,0.89,us,us7000h3bw,2022-04-26T17:45:27.239Z,"2 km S of La Unión, Mexico",earthquake,6.8,1.9,0.058,29,reviewed,us,us
2022-04-19T11:42:30.141Z,-21.3062,-67.2464,219.13,4.5,mb,,101,1.852,0.48,us,us7000h3bj,2022-04-26T07:22:48.040Z,"103 km SSW of Uyuni, Bolivia",earthquake,7.4,5.4,0.27,4,reviewed,us,us
2022-04-19T09:37:44.578Z,24.7505,-45.9212,10,4.7,mb,,89,17.508,0.46,us,us6000hfm4,2022-05-18T12:56:25.040Z,"northern Mid-Atlantic Ridge",earthquake,10.4,1.8,0.098,32,reviewed,us,us
2022-04-19T07:07:10.343Z,-61.6867,154.5781,10,5.4,mww,,40,7.57,0.7,us,us7000h3ag,2022-05-16T09:22:06.600Z,"Balleny Islands region",earthquake,10.2,1.7,0.098,10,reviewed,us,us
2022-04-19T07:06:06.205Z,25.546,123.409,181.7,4.8,mb,,54,1.133,0.7,us,us7000h3ah,2022-05-16T08:28:40.040Z,"126 km NNE of Yonakuni, Japan",earthquake,7.1,3.3,0.036,244,reviewed,us,us
2022-04-19T06:08:44.036Z,7.2421,127.1533,16.87,4.9,mb,,95,1.571,0.78,us,us7000h39w,2022-04-30T09:45:27.040Z,"64 km E of Santiago, Philippines",earthquake,7.3,3.4,0.044,160,reviewed,us,us
2022-04-19T05:56:27.165Z,7.1182,126.8511,65.01,4.6,mb,,83,1.263,0.59,us,us6000hflx,2022-04-23T12:44:04.040Z,"36 km ESE of Santiago, Philippines",earthquake,7.7,5.5,0.051,117,reviewed,us,us
2022-04-19T05:12:50.426Z,25.9458,128.5527,10.37,4.5,mb,,63,0.921,0.65,us,us6000hfly,2022-04-23T15:16:53.040Z,"80 km ESE of Katsuren-haebaru, Japan",earthquake,5.3,4.5,0.089,37,reviewed,us,us
2022-04-19T04:52:50.982Z,7.1833,127.122,10,4.6,mb,,123,1.535,0.49,us,us6000hfmu,2022-04-25T20:49:42.040Z,"61 km E of Santiago, Philippines",earthquake,8.3,1.5,0.146,14,reviewed,us,us
2022-04-19T04:33:43.299Z,-21.5075,-173.8119,18,5.9,mww,,29,8.251,0.71,us,us7000h393,2022-04-26T23:06:59.351Z,"119 km E of ‘Ohonua, Tonga",earthquake,9.1,1.7,0.098,10,reviewed,us,us
2022-04-19T04:24:33.297Z,7.0881,127.0357,10,5.2,mb,,61,1.445,0.79,us,us7000h390,2022-04-26T05:12:22.040Z,"55 km ESE of Santiago, Philippines",earthquake,7.1,1.7,0.054,111,reviewed,us,us
2022-04-19T04:09:30.348Z,26.0912,128.6512,10,4.6,mb,,78,0.815,0.5,us,us6000hfm3,2022-04-26T04:19:48.040Z,"82 km ESE of Katsuren-haebaru, Japan",earthquake,6.9,1.9,0.122,20,reviewed,us,us
2022-04-19T03:00:04.431Z,7.0707,127.1518,10,4.5,mb,,85,1.56,0.98,us,us6000hflr,2022-04-26T02:42:27.040Z,"68 km ESE of Santiago, Philippines",earthquake,6.8,1.6,0.108,25,reviewed,us,us
2022-04-19T02:26:33.087Z,7.2526,127.094,10,4.6,mb,,75,1.514,0.83,us,us7000h3al,2022-04-26T03:25:49.040Z,"57 km E of Santiago, Philippines",earthquake,5.8,1.8,0.091,36,reviewed,us,us
2022-04-19T02:23:40.440Z,7.2928,127.3042,10,4.5,mb,,85,1.726,0.46,us,us6000hflq,2022-04-26T03:01:35.040Z,"80 km E of Santiago, Philippines",earthquake,8.8,1.9,0.127,22,reviewed,us,us
2022-04-19T02:04:04.370Z,7.1588,127.1236,10,4.5,mb,,102,1.535,0.72,us,us6000hflp,2022-04-26T00:43:55.040Z,"62 km ESE of Santiago, Philippines",earthquake,8.3,1.9,0.121,20,reviewed,us,us
2022-04-19T01:54:54.013Z,7.1921,127.0115,10,4.9,mb,,93,1.426,0.67,us,us6000hflm,2022-04-25T22:52:28.505Z,"49 km ESE of Santiago, Philippines",earthquake,6.1,1.7,0.128,19,reviewed,us,us
2022-04-19T01:43:59.220Z,7.114,127.2093,10,4.7,mb,,126,1.618,0.8,us,us6000hflk,2022-04-25T21:47:46.040Z,"72 km ESE of Santiago, Philippines",earthquake,6.7,1.9,0.174,10,reviewed,us,us
2022-04-19T01:23:07.056Z,7.2857,126.9523,19,6.1,mww,,42,1.379,0.95,us,us7000h373,2022-04-25T21:45:38.431Z,"41 km E of Santiago, Philippines",earthquake,5.8,1.3,0.045,47,reviewed,us,us
2022-04-19T00:20:53.574Z,-10.9376,166.0064,47.53,5.3,mww,,54,4.631,0.73,us,us7000h36v,2022-04-30T04:24:43.040Z,"32 km SE of Lata, Solomon Islands",earthquake,3.4,5,0.089,12,reviewed,us,us
2022-04-18T23:33:34.705Z,-11.267,162.8021,11.5,5.5,mww,,47,3.345,0.73,us,us7000h36n,2022-04-29T05:24:28.095Z,"131 km SE of Kirakira, Solomon Islands",earthquake,5.6,3.6,0.086,13,reviewed,us,us
2022-04-18T23:16:00.171Z,36.9218,140.3121,95.12,5.3,mww,,37,1.731,0.61,us,us7000h36f,2022-04-29T05:19:00.171Z,"17 km N of Daigo, Japan",earthquake,6.3,4.2,0.068,21,reviewed,us,us
2022-04-18T21:56:12.779Z,-8.8714,157.8972,10,5,mb,,32,2.101,0.8,us,us7000h362,2022-05-02T23:21:02.040Z,"143 km SE of Gizo, Solomon Islands",earthquake,8.3,1.8,0.057,100,reviewed,us,us
2022-04-18T21:39:04.985Z,49.3495,153.931,130.16,4.8,mb,,85,4.446,0.59,us,us7000h360,2022-05-02T04:23:15.040Z,"215 km SW of Severo-Kuril’sk, Russia",earthquake,9.6,5.7,0.035,252,reviewed,us,us
2022-04-18T21:00:12.789Z,-32.5734,-177.7962,10,4.7,mb,,182,3.302,0.82,us,us6000hfnt,2022-05-02T02:23:11.040Z,"south of the Kermadec Islands",earthquake,11.6,1.9,0.159,12,reviewed,us,us
2022-04-18T20:30:52.871Z,29.6779,142.212,10,4.9,mb,,115,2.572,0.74,us,us7000h35c,2022-04-22T20:57:36.040Z,"Izu Islands, Japan region",earthquake,7.8,1.8,0.045,157,reviewed,us,us
2022-04-18T20:03:08.505Z,-11.1836,162.8815,10,4.5,mb,,88,3.367,0.76,us,us6000hfnr,2022-04-22T20:48:32.040Z,"132 km SE of Kirakira, Solomon Islands",earthquake,8,1.9,0.151,13,reviewed,us,us
2022-04-18T19:33:08.706Z,-21.7832,170.6969,98.26,4.6,mb,,120,3.123,0.98,us,us7000h34z,2022-04-22T20:41:48.040Z,"288 km SSE of Isangel, Vanuatu",earthquake,10.1,6.2,0.09,38,reviewed,us,us
